,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment
4803,Judith Rodriguez,well put together product,bluetooth u need clarified echo 8 connects mac via bluetooth sure two paired device device,5.0 out of 5 stars,"Reviewed in the United States on November 13, 2020",bluetooth u need clarified echo 8 connects mac via bluetooth sure two paired device devicewell put together product,0.9773291945457458,NEGATIVE
4804,Amazon Customer,echo 8 amazing,absolutely love echo 8 alexa voice recognition feature must video photo quality amazing definitely keep organized alexa really help keep track important date schedule,5.0 out of 5 stars,"Reviewed in the United States on March 12, 2021",absolutely love echo 8 alexa voice recognition feature must video photo quality amazing definitely keep organized alexa really help keep track important date scheduleecho 8 amazing,0.9996224641799927,POSITIVE
4805,Terrie Saville,nice upgrade gen 1 echo,replaces 1st gen echo screen nice slide show favorite picture video call nice withe 8 screen plan couple device video doorbell whe black friday price allow ir,5.0 out of 5 stars,"Reviewed in the United States on November 11, 2020",replaces 1st gen echo screen nice slide show favorite picture video call nice withe 8 screen plan couple device video doorbell whe black friday price allow irnice upgrade gen 1 echo,0.9841840267181396,NEGATIVE
4806,Michael A Meyer,awesome product must,great product dont one really purchase one twoalexa made life much simpler tell weather keep calendar reminds thing would typically forget even tell grocery list call mom see granddaughter every day even though mike apart one best purchase ive made yet,5.0 out of 5 stars,"Reviewed in the United States on February 20, 2020",great product dont one really purchase one twoalexa made life much simpler tell weather keep calendar reminds thing would typically forget even tell grocery list call mom see granddaughter every day even though mike apart one best purchase ive made yetawesome product must,0.9651512503623962,NEGATIVE
4807,V. O.,set breeze love alexa echo show 8,love alexa echo show 8 get know youll wonder got along without set reminder everything watering cactus doctor appointment use timer dinner etc suggestion alexa interaction always scrolling bottom learn many new interesting thing way visual great video call mom ny time leave mom message time announce thing ask movie playing near restaurant ask anything stumped say hmmm dont know set routine say alexa whats give news go set breeze took le 3 minute happy alexa mama,5.0 out of 5 stars,"Reviewed in the United States on February 29, 2020",love alexa echo show 8 get know youll wonder got along without set reminder everything watering cactus doctor appointment use timer dinner etc suggestion alexa interaction always scrolling bottom learn many new interesting thing way visual great video call mom ny time leave mom message time announce thing ask movie playing near restaurant ask anything stumped say hmmm dont know set routine say alexa whats give news go set breeze took le 3 minute happy alexa mamaset breeze love alexa echo show 8,0.9833643436431885,NEGATIVE
4808,Chris,great alexa,bought office trying smaller sized alexa sound great decent sized screen sometimes ask alexa twice great every use,4.0 out of 5 stars,"Reviewed in the United States on January 14, 2021",bought office trying smaller sized alexa sound great decent sized screen sometimes ask alexa twice great every usegreat alexa,0.9746209979057312,POSITIVE
4809,ShannonES,easy setup issue viewing security camera,im fairly pleased new largerscreen alexa echo show 8 disappointment view arlo pro 2 security camera display main purpose purchase alexa little help tell disable arlo skill reenable skill alexa app help forum havent help either phone number would helpful support im still working problem however im close giving gb,3.0 out of 5 stars,"Reviewed in the United States on November 7, 2020",im fairly pleased new largerscreen alexa echo show 8 disappointment view arlo pro 2 security camera display main purpose purchase alexa little help tell disable arlo skill reenable skill alexa app help forum havent help either phone number would helpful support im still working problem however im close giving gbeasy setup issue viewing security camera,0.6584293842315674,POSITIVE
4810,Felipe,love,like music sometimes word running across sing along wish could get netflix itwish could change week word another one sometimes answer time,5.0 out of 5 stars,"Reviewed in the United States on March 21, 2020",like music sometimes word running across sing along wish could get netflix itwish could change week word another one sometimes answer timelove,0.9956974983215332,NEGATIVE
4811,Z. A. Lando (Mike),easy husband use,originally got buying one elderly inlaws could talk longdistance facetoface easier ipad echo show much easier learn voiceonly echo onscreen prompt extremely helpful especially husband alexa much realized hope inlaws enjoy much,5.0 out of 5 stars,"Reviewed in the United States on December 21, 2021",originally got buying one elderly inlaws could talk longdistance facetoface easier ipad echo show much easier learn voiceonly echo onscreen prompt extremely helpful especially husband alexa much realized hope inlaws enjoy mucheasy husband use,0.94032222032547,NEGATIVE
4812,GGV,love newest family member,kitchen use music recipe news much love tip scroll bottom enjoy learning everything idea smart shed absolutely love tell time,5.0 out of 5 stars,"Reviewed in the United States on February 22, 2021",kitchen use music recipe news much love tip scroll bottom enjoy learning everything idea smart shed absolutely love tell timelove newest family member,0.9985577464103699,POSITIVE
4813,GGV,easy set many feature,alexa came ready use right box ability listen news hear joke make phone call listen spotify make alexa highly useful many additional feature exist looking forward learning alexa reduces stress level,5.0 out of 5 stars,"Reviewed in the United States on January 17, 2021",alexa came ready use right box ability listen news hear joke make phone call listen spotify make alexa highly useful many additional feature exist looking forward learning alexa reduces stress leveleasy set many feature,0.9893448948860168,POSITIVE
4814,Buckelew,excellent device keep well entertained,easy use sound quality blew away touch screen need type thing watching movie working project supper easy dont strain neck turning watch tv devise right next also better feeling ask alexa play certain tune get people get get clue leave alone wish could get recognize voice voice would make devise even perfect already,5.0 out of 5 stars,"Reviewed in the United States on April 20, 2021",easy use sound quality blew away touch screen need type thing watching movie working project supper easy dont strain neck turning watch tv devise right next also better feeling ask alexa play certain tune get people get get clue leave alone wish could get recognize voice voice would make devise even perfect alreadyexcellent device keep well entertained,0.988258957862854,POSITIVE
4815,SSREADS,awesome sound small device,already echo show decided purchase another northern home listen 75 million song amazon music find weather forecast listen podcasts search recipies alexa make shopping list smart home control device well plus alexa listens breaking glass fire alarm alert drop friend family video call machine,5.0 out of 5 stars,"Reviewed in the United States on December 31, 2021",already echo show decided purchase another northern home listen 75 million song amazon music find weather forecast listen podcasts search recipies alexa make shopping list smart home control device well plus alexa listens breaking glass fire alarm alert drop friend family video call machineawesome sound small device,0.9567063450813293,NEGATIVE
4816,Bruce,bass,love love love already seven echo 3rds dot corner room house watch lyric tune echo show sound really good nice bass current discount price great love alexa,5.0 out of 5 stars,"Reviewed in the United States on June 7, 2021",love love love already seven echo 3rds dot corner room house watch lyric tune echo show sound really good nice bass current discount price great love alexabass,0.9989365935325623,POSITIVE
4817,Stevedad,best alexa echo yet,nice compact yet easily viewed display seems smarter time come white black got one kitchen bedroom camera microphone manually shut great sound,5.0 out of 5 stars,"Reviewed in the United States on January 12, 2020",nice compact yet easily viewed display seems smarter time come white black got one kitchen bedroom camera microphone manually shut great soundbest alexa echo yet,0.6072561144828796,POSITIVE
4818,Sherry,love,several alexas size one far favorite sound amazing voice recognition point love sync alexas amazon device,5.0 out of 5 stars,"Reviewed in the United States on October 17, 2021",several alexas size one far favorite sound amazing voice recognition point love sync alexas amazon devicelove,0.9866923689842224,POSITIVE
4819,Michael Madunic,brings new dimension alexa family,8 visual display echo show satisfactory rolling display show current weather latest news clip allows skype like communication echo show owner excellent video audio speaker great sound streaming music use kitchen area like ability display cooking recipe set timer easy set,4.0 out of 5 stars,"Reviewed in the United States on February 2, 2020",8 visual display echo show satisfactory rolling display show current weather latest news clip allows skype like communication echo show owner excellent video audio speaker great sound streaming music use kitchen area like ability display cooking recipe set timer easy setbrings new dimension alexa family,0.9900395274162292,POSITIVE
4820,Tweevie,great improvement,new echo show 8 great substantial improvement gen1 echo show tradein process seamless easy tradein amount generous highly recommend echo show 8 trading gen 1 echo show,5.0 out of 5 stars,"Reviewed in the United States on December 9, 2019",new echo show 8 great substantial improvement gen1 echo show tradein process seamless easy tradein amount generous highly recommend echo show 8 trading gen 1 echo showgreat improvement,0.9983578324317932,POSITIVE
4821,nancy beckmann,great size,christmas gift regular echo already lovethis one picturewhen ask play song read word displayed,5.0 out of 5 stars,"Reviewed in the United States on January 4, 2020",christmas gift regular echo already lovethis one picturewhen ask play song read word displayedgreat size,0.859533429145813,POSITIVE
4822,Sandra Steele,awesome device,got echo 8 getting covid bed riden awhile made life easier able call without looking phone also blink door camera set well also speaker playing music pretty good better expectedif youre pretty invested amazon market echo 8 would good addition,5.0 out of 5 stars,"Reviewed in the United States on December 27, 2021",got echo 8 getting covid bed riden awhile made life easier able call without looking phone also blink door camera set well also speaker playing music pretty good better expectedif youre pretty invested amazon market echo 8 would good additionawesome device,0.7327479124069214,NEGATIVE
4823,Barbara Rippel,indispensable,use echo show everyday weather set reminder call phone cant locate call friend family answer question display recipe could go recently brain surgery cant imagine without echo show simplified many thing reminds doctor appointment love much ordered another kitchen mother day gift,5.0 out of 5 stars,"Reviewed in the United States on May 8, 2021",use echo show everyday weather set reminder call phone cant locate call friend family answer question display recipe could go recently brain surgery cant imagine without echo show simplified many thing reminds doctor appointment love much ordered another kitchen mother day giftindispensable,0.7282621264457703,POSITIVE
4824,Russell Tanger,alexa understands every command,impressed sound quality product addition ask alexa play music type love song compilation presentation superb suicide video vevo awesome call alexa play soulful music video immediately start video true category specific artist song overall satisfied product ask lady anything music definition benefit weather score etc,5.0 out of 5 stars,"Reviewed in the United States on January 21, 2020",impressed sound quality product addition ask alexa play music type love song compilation presentation superb suicide video vevo awesome call alexa play soulful music video immediately start video true category specific artist song overall satisfied product ask lady anything music definition benefit weather score etcalexa understands every command,0.9979363679885864,POSITIVE
4825,Kelly,bigger screen real upgrade,better voice recognition smaller sibling touch screen interface really still stink cant much search ok keyboard trying watch show cooking dont expect choose list need know exactly want season episodei regret upgrading little guy mot worth money,4.0 out of 5 stars,"Reviewed in the United States on December 6, 2020",better voice recognition smaller sibling touch screen interface really still stink cant much search ok keyboard trying watch show cooking dont expect choose list need know exactly want season episodei regret upgrading little guy mot worth moneybigger screen real upgrade,0.9984447360038757,NEGATIVE
4826,Edward G,stop working time warranty expires,generally happy device one month ago stopped responding question command completely would respond device couldnt connect issue clearly alexa device werent problem device home hoped could replace warranty expired almost exactly one month started technical problem hopefully others get life device,3.0 out of 5 stars,"Reviewed in the United States on October 10, 2021",generally happy device one month ago stopped responding question command completely would respond device couldnt connect issue clearly alexa device werent problem device home hoped could replace warranty expired almost exactly one month started technical problem hopefully others get life devicestop working time warranty expires,0.9840662479400635,NEGATIVE
4827,Amazon Customer,clear picture sound,help communicate blind disabled brother nursing home lockdown able see 70 day think pandemic able go see month next year,5.0 out of 5 stars,"Reviewed in the United States on June 19, 2020",help communicate blind disabled brother nursing home lockdown able see 70 day think pandemic able go see month next yearclear picture sound,0.8274047374725342,NEGATIVE
4828,Spencer parks,excellent shipping packaging fantastic gadget echo show 8 highly recommend,course echo show 8 fantastic gadget want mention excellent shipping packing box within box great wish amazon would pack expensive high end book way thanks obviously highly recommend amazon echo show 8,5.0 out of 5 stars,"Reviewed in the United States on January 18, 2020",course echo show 8 fantastic gadget want mention excellent shipping packing box within box great wish amazon would pack expensive high end book way thanks obviously highly recommend amazon echo show 8excellent shipping packaging fantastic gadget echo show 8 highly recommend,0.9988889098167419,POSITIVE
4829,morgan madson,1 year 4 month longer working,love echo show 1 year 4 month stopped working amazon longer troubleshoot item trade cost 10 agent gave 15 discount new echo show said thats 16 frustrating paid 120 item didnt last even bought lot echo show 8 2019 family,1.0 out of 5 stars,"Reviewed in the United States on June 21, 2021",love echo show 1 year 4 month stopped working amazon longer troubleshoot item trade cost 10 agent gave 15 discount new echo show said thats 16 frustrating paid 120 item didnt last even bought lot echo show 8 2019 family1 year 4 month longer working,0.9973146319389343,NEGATIVE
4830,Gina&Adam,love device,easy use platform love alexa device,5.0 out of 5 stars,"Reviewed in the United States on October 30, 2021",easy use platform love alexa devicelove device,0.9037536382675171,NEGATIVE
4831,tgib,greatest thing,purchased someone else one think greatest thing like use music alexa answer question give recipe whatever im cooking,5.0 out of 5 stars,"Reviewed in the United States on January 11, 2021",purchased someone else one think greatest thing like use music alexa answer question give recipe whatever im cookinggreatest thing,0.9917502999305725,NEGATIVE
4832,tgib,echo show 8 fit family perfectl,love announcement feature hollering get someone attention downstairs use recipe feature help make quick dinner planned meal snack treat etc,5.0 out of 5 stars,"Reviewed in the United States on April 5, 2021",love announcement feature hollering get someone attention downstairs use recipe feature help make quick dinner planned meal snack treat etcecho show 8 fit family perfectl,0.6719245910644531,NEGATIVE
4833,Jyoung428,useful new tool,general really like alexa system ive bought bit disappointed cant easily play youtube video lot amazon alexas video content available feeforservice included unit still im satisfied,4.0 out of 5 stars,"Reviewed in the United States on January 20, 2020",general really like alexa system ive bought bit disappointed cant easily play youtube video lot amazon alexas video content available feeforservice included unit still im satisfieduseful new tool,0.9721927642822266,NEGATIVE
4834,KK,best item ever bought amazon,around outstanding love everything waking morning dinner movie night love everything think best thing amazon ever done,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2021",around outstanding love everything waking morning dinner movie night love everything think best thing amazon ever donebest item ever bought amazon,0.9900526404380798,POSITIVE
4835,Crystal M,wonderful upgrade earlier echo show,love larger size screen also seems user friendly smaller echo dhow love able make call although sound quality receiver get great,5.0 out of 5 stars,"Reviewed in the United States on July 17, 2021",love larger size screen also seems user friendly smaller echo dhow love able make call although sound quality receiver get greatwonderful upgrade earlier echo show,0.9141700267791748,NEGATIVE
4836,Lmgoodall84,show 8 show nice,im happy incorporated alexa show 8 office unit near work opportunity listen difference show video music screen size wide enough watch without struggle,5.0 out of 5 stars,"Reviewed in the United States on June 25, 2020",im happy incorporated alexa show 8 office unit near work opportunity listen difference show video music screen size wide enough watch without struggleshow 8 show nice,0.9908488988876343,POSITIVE
4837,Donn Morris,smart piece gadget enjoy,problem alexa play song purchased amazon listed amazon music purchased library know tried talk slowly clearly trick apart found alexa friendly assistanceshe never get offended highly commended,5.0 out of 5 stars,"Reviewed in the United States on January 10, 2020",problem alexa play song purchased amazon listed amazon music purchased library know tried talk slowly clearly trick apart found alexa friendly assistanceshe never get offended highly commendedsmart piece gadget enjoy,0.9845693707466125,POSITIVE
4838,James S,little friend,received gift like much use kind thing give 92 100 time go something asked listening thing,4.0 out of 5 stars,"Reviewed in the United States on June 19, 2020",received gift like much use kind thing give 92 100 time go something asked listening thinglittle friend,0.9932143688201904,POSITIVE
4839,Brenda McCoy,love,love new alexa 8 4year old grandson love look dinosaur video dinosaur toy play favorite music video 96year old mother love show slideshow picture ask play marty robbins old big band music love recipe news,5.0 out of 5 stars,"Reviewed in the United States on November 13, 2020",love new alexa 8 4year old grandson love look dinosaur video dinosaur toy play favorite music video 96year old mother love show slideshow picture ask play marty robbins old big band music love recipe newslove,0.9883061051368713,POSITIVE
4840,Donna,warning fox news attached device,wish could get time back wasted product worst part attached fox news im fox news hell cant return piece crap,1.0 out of 5 stars,"Reviewed in the United States on July 9, 2021",wish could get time back wasted product worst part attached fox news im fox news hell cant return piece crapwarning fox news attached device,0.9994309544563293,NEGATIVE
4841,Timothy golden,convenient powerful,echo show allows u easily communicate family friend even daughter life australia love frequent display message recipe reminder right front eye constant access information video format extremely convenient powerful definitely make daily routine much easier navigate,5.0 out of 5 stars,"Reviewed in the United States on January 24, 2021",echo show allows u easily communicate family friend even daughter life australia love frequent display message recipe reminder right front eye constant access information video format extremely convenient powerful definitely make daily routine much easier navigateconvenient powerful,0.9984620809555054,POSITIVE
4842,Jean,would better portable,inability use portable really take away usability quality built device sound good would great unplug move around video call,3.0 out of 5 stars,"Reviewed in the United States on February 25, 2020",inability use portable really take away usability quality built device sound good would great unplug move around video callwould better portable,0.9994603991508484,NEGATIVE
4843,garry,impressive,loved resolution screen size sound quality blue tooth connection wonky time well voice recognition would recommend gift receive give,5.0 out of 5 stars,"Reviewed in the United States on January 23, 2021",loved resolution screen size sound quality blue tooth connection wonky time well voice recognition would recommend gift receive giveimpressive,0.983677864074707,POSITIVE
4844,"Roy, Sr.",connect alexa account,get show connect alexa account thing work dot work show show keep telling link account even though linked,1.0 out of 5 stars,"Reviewed in the United States on January 15, 2021",get show connect alexa account thing work dot work show show keep telling link account even though linkedconnect alexa account,0.9935340881347656,NEGATIVE
4845,Kay C,perfect elderly,device saved day covid talk 95 year old mom everyday see face fell like im right room ordered shipped house set dropped plug pair wifi independent living residence call say alexa answer family member also call device wonderful thing family thank echo show,5.0 out of 5 stars,"Reviewed in the United States on January 19, 2021",device saved day covid talk 95 year old mom everyday see face fell like im right room ordered shipped house set dropped plug pair wifi independent living residence call say alexa answer family member also call device wonderful thing family thank echo showperfect elderly,0.9980922341346741,NEGATIVE
4846,Verry Satisfied,economical mid range budget minded,device got special free dot trade old gen 1 echo showi recommend stand one awesome space challenged,5.0 out of 5 stars,"Reviewed in the United States on February 3, 2020",device got special free dot trade old gen 1 echo showi recommend stand one awesome space challengedeconomical mid range budget minded,0.9506728649139404,POSITIVE
4847,tweetybirdsgirl,echo show,received gift recognizes kid speech problem frustrating problem kitchen drawer bunch used electronic gizmo,5.0 out of 5 stars,"Reviewed in the United States on January 12, 2021",received gift recognizes kid speech problem frustrating problem kitchen drawer bunch used electronic gizmoecho show,0.9792798161506653,NEGATIVE
4848,Dawna Denison,substantial upgrade,weve using alexa dot around twostory home year theyve served u well year splurged bought echo show game changer highly recommend,5.0 out of 5 stars,"Reviewed in the United States on July 13, 2021",weve using alexa dot around twostory home year theyve served u well year splurged bought echo show game changer highly recommendsubstantial upgrade,0.9413315057754517,NEGATIVE
4849,Jan,great dropins,huge help wife able visit multiple time per day mother assisted living especially time covid visitation severely limited,5.0 out of 5 stars,"Reviewed in the United States on April 1, 2021",huge help wife able visit multiple time per day mother assisted living especially time covid visitation severely limitedgreat dropins,0.5202662348747253,NEGATIVE
4850,jfillion,great sound great price,medium could loaded pleased echo show 8 purchased bought prime day got really great deal everything expected display photo play music telling alexa sound music amazing youre thinking purchasing echo wont disappointed,5.0 out of 5 stars,"Reviewed in the United States on July 4, 2021",medium could loaded pleased echo show 8 purchased bought prime day got really great deal everything expected display photo play music telling alexa sound music amazing youre thinking purchasing echo wont disappointedgreat sound great price,0.7412236332893372,NEGATIVE
4851,J. Mulch,best purchase made year,glad bought product mom health problem purchased 2 well keep touch easier linked calendar device made life much easier whole family u device listening music radio cleaning cooking speaker top notch loud,5.0 out of 5 stars,"Reviewed in the United States on October 16, 2020",glad bought product mom health problem purchased 2 well keep touch easier linked calendar device made life much easier whole family u device listening music radio cleaning cooking speaker top notch loudbest purchase made year,0.9615769386291504,NEGATIVE
4852,amazonshopper,wow,size real nice echo show 5 replaced difference much larger im blind large screen help real well especially drop call,5.0 out of 5 stars,"Reviewed in the United States on November 2, 2020",size real nice echo show 5 replaced difference much larger im blind large screen help real well especially drop callwow,0.7894846796989441,POSITIVE
4853,daniel springer,2xs size 5,echo 8 huge compared 5 probably 2xs size work well dew issue alexa understanding 5 usually pick room,5.0 out of 5 stars,"Reviewed in the United States on February 22, 2020",echo 8 huge compared 5 probably 2xs size work well dew issue alexa understanding 5 usually pick room2xs size 5,0.8705064058303833,NEGATIVE
4854,MWW,need coordination old echo,thing problem echo 5 kitchen granddaughter call try take call echo 8 instead echo 5 one see,5.0 out of 5 stars,"Reviewed in the United States on January 5, 2021",thing problem echo 5 kitchen granddaughter call try take call echo 8 instead echo 5 one seeneed coordination old echo,0.9982408285140991,NEGATIVE
4855,texascharlie,got one first,bought echo dot see would like got smaller size show use mostly news morning workout alarm clock got echo show 8 kitchen yes bought one first,5.0 out of 5 stars,"Reviewed in the United States on January 8, 2021",bought echo dot see would like got smaller size show use mostly news morning workout alarm clock got echo show 8 kitchen yes bought one firstgot one first,0.9924249649047852,NEGATIVE
4856,FLMomOfTwinBoys,good smaller cousin bigger echo show,sound little le full well full sized echo sound whole lot better echo spot replacedone quirk annoying physical camera button activated unit disconnect everywhere group musicother great bedroom bigger cousin inhabits another larger room,5.0 out of 5 stars,"Reviewed in the United States on January 7, 2020",sound little le full well full sized echo sound whole lot better echo spot replacedone quirk annoying physical camera button activated unit disconnect everywhere group musicother great bedroom bigger cousin inhabits another larger roomgood smaller cousin bigger echo show,0.9980571866035461,NEGATIVE
4857,FLMomOfTwinBoys,great purchase,got parent 72 82 love dont iphones weve trouble figuring good way call see grand kid worked perfectly send picture see play music function learned easily,5.0 out of 5 stars,"Reviewed in the United States on August 17, 2020",got parent 72 82 love dont iphones weve trouble figuring good way call see grand kid worked perfectly send picture see play music function learned easilygreat purchase,0.8394899368286133,POSITIVE
4858,Amazon Customer,nice addition,nice addition ive encountered multiple issue alexa able announce device able turn smart light online,4.0 out of 5 stars,"Reviewed in the United States on November 16, 2021",nice addition ive encountered multiple issue alexa able announce device able turn smart light onlinenice addition,0.9341563582420349,NEGATIVE
4859,Robert C. Cammack,awesome,big google home assistant bunch echo google blow thing awesome drop around house echo making intercom highly recommend,5.0 out of 5 stars,"Reviewed in the United States on March 20, 2021",big google home assistant bunch echo google blow thing awesome drop around house echo making intercom highly recommendawesome,0.977360188961029,POSITIVE
4860,JackieG,perfect kitchen buddy,love set light ring doorbell great girlfriend love cook music netflix make staying kitchen enjoyable highly recommend,5.0 out of 5 stars,"Reviewed in the United States on April 11, 2021",love set light ring doorbell great girlfriend love cook music netflix make staying kitchen enjoyable highly recommendperfect kitchen buddy,0.9997164607048035,POSITIVE
4861,Farida,still learning,still learning echo technical take u longer get thing done sure enjoy video calling get figured,4.0 out of 5 stars,"Reviewed in the United States on January 22, 2022",still learning echo technical take u longer get thing done sure enjoy video calling get figuredstill learning,0.9941660165786743,NEGATIVE
4862,Johnny Boy,great sound need voice recognition work,speaker great voice recognition need work alexa need work doesnt seem able search like google database im asking anything special ask rb song clearly play pop song problem work create playlist connect smart plug everything work wonderfully,4.0 out of 5 stars,"Reviewed in the United States on December 29, 2019",speaker great voice recognition need work alexa need work doesnt seem able search like google database im asking anything special ask rb song clearly play pop song problem work create playlist connect smart plug everything work wonderfullygreat sound need voice recognition work,0.7714143395423889,POSITIVE
4863,Carol Rolland,doesnt clock previous show model,going use replace smaller show 5 bedside turn one small clock mode operation expecting set clocksso cant use bedside shame crippled,1.0 out of 5 stars,"Reviewed in the United States on October 31, 2020",going use replace smaller show 5 bedside turn one small clock mode operation expecting set clocksso cant use bedside shame crippleddoesnt clock previous show model,0.9954591989517212,NEGATIVE
4864,Carol Rolland,large display,show 8 responds voice well love large display screen allows see great view time weather amazon order delivery set ring doorbell 8 screen allows good view across room door,5.0 out of 5 stars,"Reviewed in the United States on September 4, 2021",show 8 responds voice well love large display screen allows see great view time weather amazon order delivery set ring doorbell 8 screen allows good view across room doorlarge display,0.9989400506019592,POSITIVE
4865,Richard ,edit nope wrong yes remove annoying scrolling,edit nope remove everything try blah blahyes change annoying whats trendingtry blah blah home screengo settingsgo home contenttoggle everything news skill trending etc etc etcvoila clean home screen,5.0 out of 5 stars,"Reviewed in the United States on December 28, 2020",edit nope remove everything try blah blahyes change annoying whats trendingtry blah blah home screengo settingsgo home contenttoggle everything news skill trending etc etc etcvoila clean home screenedit nope wrong yes remove annoying scrolling,0.9987809062004089,NEGATIVE
4866,daniel goldfrank,wonderful tech toy,really like way smart plug control lightssmall appliance havent figured yet use white noise go sleep,5.0 out of 5 stars,"Reviewed in the United States on March 16, 2021",really like way smart plug control lightssmall appliance havent figured yet use white noise go sleepwonderful tech toy,0.9858372211456299,NEGATIVE
4867,Anna Belfi,best decision ever,made life much easier must buy want everything house work voice hooked everything light door bell plus easily communicate friend family saying computer callname yes wake word computer im huge trek fan lol,5.0 out of 5 stars,"Reviewed in the United States on May 14, 2020",made life much easier must buy want everything house work voice hooked everything light door bell plus easily communicate friend family saying computer callname yes wake word computer im huge trek fan lolbest decision ever,0.9321856498718262,NEGATIVE
4868,Deborah Duke,love 2 alexas,love digital clock temperatureclimate data sound soooo nice love listening oldie cooking kitchen negative sometimes alexa answer question recommended buy,5.0 out of 5 stars,"Reviewed in the United States on July 21, 2020",love digital clock temperatureclimate data sound soooo nice love listening oldie cooking kitchen negative sometimes alexa answer question recommended buylove 2 alexas,0.7114273309707642,NEGATIVE
4869,djstutter,especially handy kitchen,originally purchased gift found recipient already one excited really wanted one echo device every important room house especially handy kitchen look recipe keep handy also look ingredient replacement easily,5.0 out of 5 stars,"Reviewed in the United States on January 15, 2022",originally purchased gift found recipient already one excited really wanted one echo device every important room house especially handy kitchen look recipe keep handy also look ingredient replacement easilyespecially handy kitchen,0.8698086738586426,NEGATIVE
4870,Kindle Customer,sound great many function ability,love echo show 8 thing amazing sound great many function ability would recommend product everyone dont one definitely go get one,5.0 out of 5 stars,"Reviewed in the United States on February 20, 2021",love echo show 8 thing amazing sound great many function ability would recommend product everyone dont one definitely go get onesound great many function ability,0.9917709827423096,POSITIVE
4871,Stanmrvan,connection family,using echo show beat facetimimg love able bigger screen see family member great mom doesnt smart phone need talk call u serf well video clear sound great,5.0 out of 5 stars,"Reviewed in the United States on October 18, 2020",using echo show beat facetimimg love able bigger screen see family member great mom doesnt smart phone need talk call u serf well video clear sound greatconnection family,0.9766567349433899,POSITIVE
4872,MaTaylor67,home run,show 8 excellent integrated platform use multiple purpose recipe kitchen music throughout house lighting control importantly granddaughter watch amazon prime hd,5.0 out of 5 stars,"Reviewed in the United States on August 12, 2020",show 8 excellent integrated platform use multiple purpose recipe kitchen music throughout house lighting control importantly granddaughter watch amazon prime hdhome run,0.9608096480369568,POSITIVE
4873,Lisa,love love love,great sound video always showing interesting clip constant update weather use time phone call even better facetime iphone,5.0 out of 5 stars,"Reviewed in the United States on January 31, 2021",great sound video always showing interesting clip constant update weather use time phone call even better facetime iphonelove love love,0.9990909099578857,POSITIVE
4874,Audrey H,love buy 2,love echo show used look recipe watch netflix amazon prime drop etcmy twin go college fall take echo show,5.0 out of 5 stars,"Reviewed in the United States on April 17, 2021",love echo show used look recipe watch netflix amazon prime drop etcmy twin go college fall take echo showlove buy 2,0.9851182699203491,NEGATIVE
4875,VT Beerloverguy,great device,love device offer kind tip recipe weather music song put word kind like karaoke machine lot fun anything echo dot love,5.0 out of 5 stars,"Reviewed in the United States on December 20, 2019",love device offer kind tip recipe weather music song put word kind like karaoke machine lot fun anything echo dot lovegreat device,0.5509132146835327,POSITIVE
4876,Loly E.,top quality entertaining use,using mostly listening style music also great getting answer question use alexa alot recipe happy purchase one,5.0 out of 5 stars,"Reviewed in the United States on January 15, 2022",using mostly listening style music also great getting answer question use alexa alot recipe happy purchase onetop quality entertaining use,0.999420166015625,POSITIVE
4877,Willard J. French,kitchen helper,gift sure pretty cool speaker decent video call day worked well helpful kitchen recipe music timer etc,5.0 out of 5 stars,"Reviewed in the United States on May 24, 2021",gift sure pretty cool speaker decent video call day worked well helpful kitchen recipe music timer etckitchen helper,0.9973267316818237,POSITIVE
4878,Dani,good product,good product gave gift christmas issue many alexa device room doesnt know one pickup sometimes video call hard time deciphering call contact list similar name,4.0 out of 5 stars,"Reviewed in the United States on January 12, 2020",good product gave gift christmas issue many alexa device room doesnt know one pickup sometimes video call hard time deciphering call contact list similar namegood product,0.9664766192436218,NEGATIVE
4879,JJA,echo show,enjoy echo show home display favorite photo enjoy feature ask recipe ask alexa save recipe con wish didnt keep plugged battery power,5.0 out of 5 stars,"Reviewed in the United States on January 13, 2020",enjoy echo show home display favorite photo enjoy feature ask recipe ask alexa save recipe con wish didnt keep plugged battery powerecho show,0.9600074887275696,NEGATIVE
4880,Shari Fullenlove,awesome piece technology,great piece technology music video cam work great easy use ask recipe show video tall step step instruction happy,5.0 out of 5 stars,"Reviewed in the United States on January 27, 2021",great piece technology music video cam work great easy use ask recipe show video tall step step instruction happyawesome piece technology,0.9969878792762756,POSITIVE
4881,Reverend Dave,im satisfied alexa,still waiting pre paid postage l send alexa backwhenever ask alexa something say dont understand therefore would like send back money refunded,2.0 out of 5 stars,"Reviewed in the United States on June 30, 2020",still waiting pre paid postage l send alexa backwhenever ask alexa something say dont understand therefore would like send back money refundedim satisfied alexa,0.5958825349807739,NEGATIVE
4882,Cammy McAdams,love,received gift wasnt sure wanted keep item set loved see nest camera device make phone call great item,5.0 out of 5 stars,"Reviewed in the United States on January 26, 2021",received gift wasnt sure wanted keep item set loved see nest camera device make phone call great itemlove,0.984351396560669,POSITIVE
